--------- beginning of kernel
06-24 23:46:20.009     0     0 W [    3.122564 06-25 04:46:20.003] [4: kworker/u16:9:  353] subsys-pil-tz soc:qcom,ipa_uc: Falling back to syfs fallback for: ipa_uc.mdt
06-24 23:46:20.093     0     0 I [    3.206678 06-25 04:46:20.087] [7: servicemanager:  850] servicemanager: Caller(pid=767,uid=0,sid=u:r:vold:s0) Tried to start aidl service android.hardware.boot.IBootControl/default as a lazy service, but was unable to. Usually this happens when a service is not installed, but if the service is intended to be used as a lazy service, then it may be configured incorrectly.
06-24 23:46:20.093     0     0 I [    3.206938 06-25 04:46:20.087] [7: init:    1] init: starting service 'vendor.power-hal-aidl'...
06-24 23:46:20.095     0     0 I [    3.209239 06-25 04:46:20.091] [7: init:    1] init: ... started service 'vendor.power-hal-aidl' has pid 885
06-24 23:46:20.095     0     0 E [    3.209320 06-25 04:46:20.091] [7: init:    1] init: Control message: Could not find 'aidl/android.system.keystore2.IKeystoreService/default' for ctl.interface_start from pid: 751 (/system/bin/servicemanager)
06-24 23:46:20.097     0     0 I [    3.209442 06-25 04:46:20.091] [7: servicemanager:  853] servicemanager: Caller(pid=767,uid=0,sid=u:r:vold:s0) Tried to start aidl service android.system.keystore2.IKeystoreService/default as a lazy service, but was unable to. Usually this happens when a service is not installed, but if the service is intended to be used as a lazy service, then it may be configured incorrectly.
06-24 23:46:20.097     0     0 I [    3.209569 06-25 04:46:20.091] [7: init:    1] init: processing action (post-fs-data) from (/system/etc/init/hw/init.rc:707)
06-24 23:46:20.097     0     0 I [    3.209695 06-25 04:46:20.091] [7: init:    1] init: starting service 'exec 5 (/system/bin/vdc checkpoint prepareCheckpoint)'...
06-24 23:46:20.097     0     0 I [    3.211371 06-25 04:46:20.091] [7: init:    1] init: ... started service 'exec 5 (/system/bin/vdc checkpoint prepareCheckpoint)' has pid 886
06-24 23:46:20.097     0     0 I [    3.211397 06-25 04:46:20.091] [7: init:    1] init: SVC_EXEC service 'exec 5 (/system/bin/vdc checkpoint prepareCheckpoint)' pid 886 (uid 1000 gid 1000+0 context default) started; waiting...
06-24 23:46:20.103     0     0 W [    3.216087 06-25 04:46:20.099] [7: vdc:  886] libbinder.BackendUnifiedServiceManager: Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: vold
06-24 23:46:20.103     0     0 D [    3.216119 06-25 04:46:20.099] [7: vdc:  886] vdc: Waited 0ms for vold
06-24 23:46:20.103     0     0 I [    3.217422 06-25 04:46:20.099] [6: init:    1] init: Service 'exec 5 (/system/bin/vdc checkpoint prepareCheckpoint)' (pid 886) exited with status 0 waiting took 0.006000 seconds
06-24 23:46:20.103     0     0 I [    3.217435 06-25 04:46:20.099] [6: init:    1] init: Sending SIGKILL to service 'exec 5 (/system/bin/vdc checkpoint prepareCheckpoint)' (pid 886) process group...
06-24 23:46:20.103     0     0 I [    3.217558 06-25 04:46:20.099] [6: init:    1] libprocessgroup: Removed cgroup /sys/fs/cgroup/system/uid_1000/pid_886
06-24 23:46:20.104     0     0 I [    3.218275 06-25 04:46:20.099] [6: init:    1] init: starting service 'exec 6 (/system/bin/vdc --wait cryptfs enablefilecrypto)'...
06-24 23:46:20.105     0     0 I [    3.219370 06-25 04:46:20.099] [6: init:    1] init: ... started service 'exec 6 (/system/bin/vdc --wait cryptfs enablefilecrypto)' has pid 888
06-24 23:46:20.105     0     0 I [    3.219388 06-25 04:46:20.099] [6: init:    1] init: SVC_EXEC service 'exec 6 (/system/bin/vdc --wait cryptfs enablefilecrypto)' pid 888 (uid 0 gid 0+0 context default) started; waiting...
06-24 23:46:20.110     0     0 W [    3.224851 06-25 04:46:20.107] [5: vdc:  888] libbinder.BackendUnifiedServiceManager: Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: vold
06-24 23:46:20.110     0     0 D [    3.224880 06-25 04:46:20.107] [5: vdc:  888] vdc: Waited 0ms for vold
06-24 23:46:20.122     0     0 I [    3.237026 06-25 04:46:20.119] [6: servicemanager:  751] servicemanager: Caller(pid=885,uid=0,sid=u:r:hal_power_default:s0) Found android.hardware.power.IPower/default in device VINTF manifest.
06-24 23:46:20.149     0     0 I [    3.263211 06-25 04:46:20.143] [6: init:    1] init: Service 'exec 6 (/system/bin/vdc --wait cryptfs enablefilecrypto)' (pid 888) exited with status 0 waiting took 0.044000 seconds
06-24 23:46:20.149     0     0 I [    3.263227 06-25 04:46:20.143] [6: init:    1] init: Sending SIGKILL to service 'exec 6 (/system/bin/vdc --wait cryptfs enablefilecrypto)' (pid 888) process group...
06-24 23:46:20.149     0     0 I [    3.263380 06-25 04:46:20.143] [6: init:    1] libprocessgroup: Removed cgroup /sys/fs/cgroup/system/uid_0/pid_888
06-24 23:46:20.155     0     0 I [    3.269526 06-25 04:46:20.151] [6: init:    1] fscrypt: AES-256-CTS-CBC using implementation "cts(cbc-aes-ce)"
06-24 23:46:20.155     0     0 I [    3.269563 06-25 04:46:20.151] [6: init:    1] init: Verified that /data/bootchart has the encryption policy 526959eed629962a4018930ab096814a v2 modes 1/4 flags 0xa
06-24 23:46:20.161     0     0 I [    3.276046 06-25 04:46:20.159] [6: init:    1] init: Verified that /data/vendor has the encryption policy 526959eed629962a4018930ab096814a v2 modes 1/4 flags 0xa
06-24 23:46:20.162     0     0 I [    3.276507 06-25 04:46:20.159] [6: init:    1] init: Verified that /data/anr has the encryption policy 526959eed629962a4018930ab096814a v2 modes 1/4 flags 0xa
06-24 23:46:20.162     0     0 I [    3.276749 06-25 04:46:20.159] [6: init:    1] init: Verified that /data/tombstones has the encryption policy 526959eed629962a4018930ab096814a v2 modes 1/4 flags 0xa
06-24 23:46:20.165     0     0 I [    3.277383 06-25 04:46:20.159] [6: init:    1] init: starting service 'tombstoned'...
06-24 23:46:20.165     0     0 I [    3.277548 06-25 04:46:20.159] [6: init:    1] init: Created socket '/dev/socket/tombstoned_crash', mode 666, user 1000, group 1000
06-24 23:46:20.165     0     0 I [    3.277661 06-25 04:46:20.159] [6: init:    1] init: Created socket '/dev/socket/tombstoned_intercept', mode 666, user 1000, group 1000
06-24 23:46:20.165     0     0 I [    3.277774 06-25 04:46:20.159] [6: init:    1] init: Created socket '/dev/socket/tombstoned_java_trace', mode 666, user 1000, group 1000
06-24 23:46:20.167     0     0 I [    3.280318 06-25 04:46:20.163] [4: init:    1] init: ... started service 'tombstoned' has pid 898
06-24 23:46:20.167     0     0 I [    3.280385 06-25 04:46:20.163] [4: init:    1] init: Switched to default mount namespace
06-24 23:46:20.167     0     0 I [    3.281828 06-25 04:46:20.163] [7: init:    1] init: Verified that /data/misc has the encryption policy 526959eed629962a4018930ab096814a v2 modes 1/4 flags 0xa
06-24 23:46:20.169     0     0 I [    3.283128 06-25 04:46:20.163] [6: init:    1] init: starting service 'exec 7 (/system/bin/vdc keymaster earlyBootEnded)'...
06-24 23:46:20.170     0     0 I [    3.284329 06-25 04:46:20.167] [6: init:    1] init: ... started service 'exec 7 (/system/bin/vdc keymaster earlyBootEnded)' has pid 899
06-24 23:46:20.170     0     0 I [    3.284352 06-25 04:46:20.167] [6: init:    1] init: SVC_EXEC service 'exec 7 (/system/bin/vdc keymaster earlyBootEnded)' pid 899 (uid 1000 gid 1000+0 context default) started; waiting...
06-24 23:46:20.178     0     0 W [    3.292873 06-25 04:46:20.175] [7: vdc:  899] libbinder.BackendUnifiedServiceManager: Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: vold
06-24 23:46:20.178     0     0 D [    3.292915 06-25 04:46:20.175] [7: vdc:  899] vdc: Waited 0ms for vold
06-24 23:46:20.199     0     0 I [    3.313103 06-25 04:46:20.195] [7: init:    1] init: Service 'exec 7 (/system/bin/vdc keymaster earlyBootEnded)' (pid 899) exited with status 0 waiting took 0.029000 seconds
06-24 23:46:20.199     0     0 I [    3.313116 06-25 04:46:20.195] [7: init:    1] init: Sending SIGKILL to service 'exec 7 (/system/bin/vdc keymaster earlyBootEnded)' (pid 899) process group...
06-24 23:46:20.199     0     0 I [    3.313251 06-25 04:46:20.195] [7: init:    1] libprocessgroup: Removed cgroup /sys/fs/cgroup/system/uid_1000/pid_899
06-24 23:46:20.199     0     0 I [    3.313640 06-25 04:46:20.195] [7: init:    1] init: Verified that /data/property has the encryption policy 526959eed629962a4018930ab096814a v2 modes 1/4 flags 0xa
06-24 23:46:20.203     0     0 I [    3.316484 06-25 04:46:20.199] [5: init:  640] init: Wait for property 'ro.persistent_properties.ready=true' took 2ms
06-24 23:46:20.203     0     0 I [    3.316600 06-25 04:46:20.199] [7: init:    1] init: starting service 'logd-reinit'...
06-24 23:46:20.205     0     0 I [    3.318183 06-25 04:46:20.199] [6: init:    1] init: ... started service 'logd-reinit' has pid 902
06-24 23:46:20.205     0     0 I [    3.318237 06-25 04:46:20.199] [6: init:    1] init: Not setting encryption policy on: /data/apex
06-24 23:46:20.206     0     0 I [    3.320240 06-25 04:46:20.203] [6: init:    1] init: Verified that /data/apex/decompressed has the encryption policy 526959eed629962a4018930ab096814a v2 modes 1/4 flags 0xa
06-24 23:46:20.206     0     0 I [    3.320749 06-25 04:46:20.203] [6: init:    1] init: Verified that /data/app-staging has the encryption policy 526959eed629962a4018930ab096814a v2 modes 1/4 flags 0xa
06-24 23:46:20.206     0     0 I [    3.321063 06-25 04:46:20.203] [6: init:    1] init: Verified that /data/apex/ota_reserved has the encryption policy 526959eed629962a4018930ab096814a v2 modes 1/4 flags 0xa
06-24 23:46:20.208     0     0 I [    3.321393 06-25 04:46:20.203] [6: init:    1] init: starting service 'apexd'...
06-24 23:46:20.209     0     0 I [    3.323814 06-25 04:46:20.203] [7: init:    1] init: ... started service 'apexd' has pid 903
06-24 23:46:20.213     0     0 I [    3.326568 06-25 04:46:20.207] [4: logd.control:  758] logd: logd reinit
06-24 23:46:20.213     0     0 E [    3.327047 06-25 04:46:20.207] [5: logd.control:  758] logd: FrameworkListener: read() failed (Connection reset by peer)
06-24 23:46:20.213     0     0 I [    3.327390 06-25 04:46:20.207] [4: init:    1] init: Service 'logd-reinit' (pid 902) exited with status 0 oneshot service took 0.010000 seconds in background
06-24 23:46:20.213     0     0 I [    3.327410 06-25 04:46:20.207] [4: init:    1] init: Sending SIGKILL to service 'logd-reinit' (pid 902) process group...
06-24 23:46:20.213     0     0 I [    3.327622 06-25 04:46:20.207] [4: init:    1] libprocessgroup: Removed cgroup /sys/fs/cgroup/system/uid_1036/pid_902
06-24 23:46:20.221     0     0 I [    3.335749 06-25 04:46:20.215] [6: apexd:  903] apexd: Started. subcommand = (null)
06-24 23:46:20.223     0     0 W [    3.336512 06-25 04:46:20.219] [6: apexd:  903] libbinder.BackendUnifiedServiceManager: Thread Pool max thread count is 0. Cannot cache binder as linkToDeath cannot be implemented. serviceName: vold
06-24 23:46:20.223     0     0 I [    3.336803 06-25 04:46:20.219] [6: apexd:  903] apexd: Scanning /system/apex for pre-installed ApexFiles
06-24 23:46:20.223     0     0 I [    3.337103 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.uprobestats.capex
06-24 23:46:20.223     0     0 I [    3.337123 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.cellbroadcast.capex
06-24 23:46:20.223     0     0 I [    3.337136 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.configinfrastructure.capex
06-24 23:46:20.223     0     0 I [    3.337147 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.tethering.capex
06-24 23:46:20.223     0     0 I [    3.337157 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.i18n.apex
06-24 23:46:20.223     0     0 I [    3.337168 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.adservices.capex
06-24 23:46:20.223     0     0 I [    3.337178 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.adbd.capex
06-24 23:46:20.223     0     0 I [    3.337188 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.art.capex
06-24 23:46:20.223     0     0 I [    3.337198 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.healthfitness.apex
06-24 23:46:20.223     0     0 I [    3.337212 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.media.swcodec.capex
06-24 23:46:20.223     0     0 I [    3.337222 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.conscrypt.capex
06-24 23:46:20.223     0     0 I [    3.337232 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.telephonycore.capex
06-24 23:46:20.223     0     0 I [    3.337242 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.extservices.capex
06-24 23:46:20.223     0     0 I [    3.337252 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.resolv.capex
06-24 23:46:20.223     0     0 I [    3.337262 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.os.statsd.apex
06-24 23:46:20.223     0     0 I [    3.337273 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.permission.capex
06-24 23:46:20.223     0     0 I [    3.337283 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.neuralnetworks.capex
06-24 23:46:20.223     0     0 I [    3.337293 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.ipsec.capex
06-24 23:46:20.223     0     0 I [    3.337303 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.nfcservices.capex
06-24 23:46:20.223     0     0 I [    3.337313 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.bt.capex
06-24 23:46:20.223     0     0 I [    3.337323 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.media.capex
06-24 23:46:20.223     0     0 I [    3.337333 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.uwb.capex
06-24 23:46:20.223     0     0 I [    3.337342 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.devicelock.apex
06-24 23:46:20.223     0     0 I [    3.337352 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.crashrecovery.capex
06-24 23:46:20.223     0     0 I [    3.337362 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.virt.apex
06-24 23:46:20.223     0     0 I [    3.337372 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.rkpd.apex
06-24 23:46:20.223     0     0 I [    3.337382 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.wifi.capex
06-24 23:46:20.224     0     0 I [    3.337391 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.sdkext.apex
06-24 23:46:20.224     0     0 I [    3.337401 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.mediaprovider.capex
06-24 23:46:20.224     0     0 I [    3.337411 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.ondevicepersonalization.capex
06-24 23:46:20.224     0     0 I [    3.337421 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.profiling.capex
06-24 23:46:20.224     0     0 I [    3.337431 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.appsearch.capex
06-24 23:46:20.224     0     0 I [    3.337441 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.tzdata.apex
06-24 23:46:20.224     0     0 I [    3.337468 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.runtime.apex
06-24 23:46:20.224     0     0 I [    3.337478 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.apex.cts.shim.apex
06-24 23:46:20.224     0     0 I [    3.337488 06-25 04:46:20.219] [6: apexd:  903] apexd: Found pre-installed APEX /system/apex/com.android.scheduling.capex
06-24 23:46:20.224     0     0 I [    3.337499 06-25 04:46:20.219] [6: apexd:  903] apexd: Scanning /system_ext/apex for pre-installed ApexFiles
06-24 23:46:20.224     0     0 W [    3.337516 06-25 04:46:20.219] [6: apexd:  903] apexd: /system_ext/apex does not exist. Skipping
06-24 23:46:20.224     0     0 I [    3.337526 06-25 04:46:20.219] [6: apexd:  903] apexd: Scanning /product/apex for pre-installed ApexFiles
06-24 23:46:20.224     0     0 W [    3.337542 06-25 04:46:20.219] [6: apexd:  903] apexd: /product/apex does not exist. Skipping
06-24 23:46:20.224     0     0 I [    3.337553 06-25 04:46:20.219] [6: apexd:  903] apexd: Scanning /vendor/apex for pre-installed ApexFiles
06-24 23:46:20.224     0     0 W [    3.337568 06-25 04:46:20.219] [6: apexd:  903] apexd: /vendor/apex does not exist. Skipping
06-24 23:46:20.224     0     0 I [    3.337577 06-25 04:46:20.219] [6: apexd:  903] apexd: Scanning /odm/apex for pre-installed ApexFiles
06-24 23:46:20.224     0     0 W [    3.337592 06-25 04:46:20.219] [6: apexd:  903] apexd: /odm/apex does not exist. Skipping
06-24 23:46:20.224     0     0 I [    3.337628 06-25 04:46:20.219] [4: init:    1] init: Verified that /data/local has the encryption policy 526959eed629962a4018930ab096814a v2 modes 1/4 flags 0xa
06-24 23:46:20.232     0     0 I [    3.345638 06-25 04:46:20.227] [6: init:    1] init: starting service 'exec 8 (/bin/rm -rf /data/misc/virtualizationservice)'...
06-24 23:46:20.232     0     0 I [    3.347168 06-25 04:46:20.227] [6: init:    1] init: ... started service 'exec 8 (/bin/rm -rf /data/misc/virtualizationservice)' has pid 922
06-24 23:46:20.232     0     0 I [    3.347185 06-25 04:46:20.227] [6: init:    1] init: SVC_EXEC service 'exec 8 (/bin/rm -rf /data/misc/virtualizationservice)' pid 922 (uid 1081 gid 1000+0 context default) started; waiting...
06-24 23:46:20.234     0     0 I [    3.348676 06-25 04:46:20.231] [4: apexd:  903] apexd: Populating APEX database from mounts...
06-24 23:46:20.234     0     0 I [    3.348875 06-25 04:46:20.231] [4: apexd:  903] apexd: 0 packages restored.
06-24 23:46:20.234     0     0 I [    3.348896 06-25 04:46:20.231] [4: apexd:  903] apexd: Marking APEXd as starting
06-24 23:46:20.235     0     0 I [    3.349440 06-25 04:46:20.231] [7: apexd:  903] apexd: No sessions to revert/activate.
06-24 23:46:20.235     0     0 I [    3.349451 06-25 04:46:20.231] [7: apexd:  903] apexd: Scanning /data/apex/active for data ApexFiles
06-24 23:46:20.235     0     0 I [    3.349490 06-25 04:46:20.231] [7: apexd:  903] apexd: Processing compressed APEX /system/apex/com.android.scheduling.capex
06-24 23:46:20.237     0     0 I [    3.351785 06-25 04:46:20.231] [7: apexd:  903] apexd: Skipping decompression for /system/apex/com.android.scheduling.capex
06-24 23:46:20.237     0     0 I [    3.351795 06-25 04:46:20.231] [7: apexd:  903] apexd: Processing compressed APEX /system/apex/com.android.appsearch.capex
06-24 23:46:20.239     0     0 I [    3.353720 06-25 04:46:20.235] [7: init:    1] init: Service 'exec 8 (/bin/rm -rf /data/misc/virtualizationservice)' (pid 922) exited with status 1 waiting took 0.007000 seconds
06-24 23:46:20.239     0     0 I [    3.353730 06-25 04:46:20.235] [7: init:    1] init: Sending SIGKILL to service 'exec 8 (/bin/rm -rf /data/misc/virtualizationservice)' (pid 922) process group...
06-24 23:46:20.239     0     0 I [    3.353850 06-25 04:46:20.235] [7: init:    1] libprocessgroup: Removed cgroup /sys/fs/cgroup/system/uid_1081/pid_922
06-24 23:46:20.239     0     0 I [    3.353936 06-25 04:46:20.235] [7: init:    1] init: Not setting encryption policy on: /data/preloads
06-24 23:46:20.240     0     0 I [    3.354156 06-25 04:46:20.235] [5: apexd:  903] apexd: Skipping decompression for /system/apex/com.android.appsearch.capex
06-24 23:46:20.240     0     0 I [    3.354167 06-25 04:46:20.235] [5: apexd:  903] apexd: Processing compressed APEX /system/apex/com.android.profiling.capex
